ISO_Code,Year,"Climate related disasters frequency, Number of Disasters: Drought","Climate related disasters frequency, Number of Disasters: Extreme temperature","Climate related disasters frequency, Number of Disasters: Flood","Climate related disasters frequency, Number of Disasters: Landslide","Climate related disasters frequency, Number of Disasters: Storm","Climate related disasters frequency, Number of Disasters: TOTAL","Climate related disasters frequency, Number of Disasters: Wildfire"
682.0,F1986,,,,,,,
682.0,F1987,,,,,,,
682.0,F1988,,,,,,,
682.0,F1989,,,,,,,
682.0,F1990,,,,,,,
682.0,F1991,,,,,,,
682.0,F1992,,,,,,,
682.0,F1993,,,,,,,
682.0,F1994,,,,,,,
682.0,F1995,,,,,,,
682.0,F1996,,,,,,,
682.0,F1997,,,,,,,
682.0,F1998,,,,,,,
682.0,F1999,,,,,,,
682.0,F2000,,,,,,,
682.0,F2001,,,,,,,
682.0,F2002,,,1.0,,,1.0,
682.0,F2003,,,2.0,,,2.0,
682.0,F2004,,,1.0,,,1.0,
682.0,F2005,,,2.0,,,2.0,
682.0,F2006,,,,,,,
682.0,F2007,,,,,,,
682.0,F2008,,,,,,,
682.0,F2009,,,1.0,,,1.0,
682.0,F2010,,,2.0,,,2.0,
682.0,F2011,,,1.0,,,1.0,
682.0,F2012,,,1.0,,,1.0,
682.0,F2013,,,2.0,,,2.0,
682.0,F2014,,,,,,,
682.0,F2015,,,2.0,,,2.0,
682.0,F2016,,,2.0,,1.0,3.0,
682.0,F2017,,,1.0,,,1.0,
682.0,F2018,,,,,,,
682.0,F2019,,,3.0,,,3.0,
682.0,F2020,,,1.0,,,1.0,
682.0,F2021,,,,,,,
682.0,F2022,,,,,,,
686.0,F1980,1.0,,,,,1.0,
686.0,F1981,,,,,,,
686.0,F1982,,,,,,,
686.0,F1983,,,1.0,,,1.0,
686.0,F1984,,,,,,,
686.0,F1985,,,1.0,,,1.0,
686.0,F1986,,,,,,,
686.0,F1987,,,,,,,
686.0,F1988,,,1.0,,,1.0,
686.0,F1989,,,,,,,
686.0,F1990,,,,,,,
686.0,F1991,,,,,,,
686.0,F1992,,,,,,,
686.0,F1993,,,1.0,,,1.0,
686.0,F1994,,,1.0,,,1.0,
686.0,F1995,,,,,,,
686.0,F1996,,,,,,,
686.0,F1997,,,,,,,
686.0,F1998,,,1.0,,,1.0,
686.0,F1999,,,,,2.0,2.0,
686.0,F2000,,,1.0,,,1.0,
686.0,F2001,,,,,,,
686.0,F2002,1.0,,1.0,,,2.0,
686.0,F2003,,,1.0,,,1.0,
686.0,F2004,,,,,1.0,1.0,
686.0,F2005,,,1.0,,,1.0,
686.0,F2006,,,,,,,
686.0,F2007,,,1.0,,,1.0,
686.0,F2008,,,1.0,,,1.0,
686.0,F2009,,,1.0,,,1.0,
686.0,F2010,,,2.0,,,2.0,
686.0,F2011,1.0,,1.0,,,2.0,
686.0,F2012,,,1.0,,,1.0,
686.0,F2013,,,1.0,,,1.0,
686.0,F2014,1.0,,,,,1.0,
686.0,F2015,,,,,,,
686.0,F2016,,,1.0,,,1.0,
686.0,F2017,,,,,,,
686.0,F2018,1.0,,,,,1.0,
686.0,F2019,,,1.0,,,1.0,
686.0,F2020,,,1.0,,,1.0,
686.0,F2021,,,,,,,
686.0,F2022,,,1.0,,,1.0,
688.0,F1980,,,,,,,
688.0,F1981,,,,,,,
688.0,F1982,,,,,,,
688.0,F1983,,,,,,,
688.0,F1984,,,,,,,
688.0,F1985,,,,,,,
688.0,F1986,,,,,,,
688.0,F1987,,,,,,,
688.0,F1988,,,,,,,
688.0,F1989,,,,,,,
688.0,F1990,,,,,,,
688.0,F1991,,,,,,,
688.0,F1992,,,,,,,
688.0,F1993,,,,,,,
688.0,F1994,,,,,,,
688.0,F1995,,,,,,,
688.0,F1996,,,,,,,
688.0,F1997,,,,,,,
688.0,F1998,,,,,,,
688.0,F1999,,,,,,,
688.0,F2000,,,,,,,
688.0,F2001,,,,,,,
688.0,F2002,,,,,,,
688.0,F2003,,,,,,,
688.0,F2004,,,,,,,
688.0,F2005,,,,,,,
688.0,F2006,,,,,,,
688.0,F2007,,1.0,1.0,,,2.0,
688.0,F2008,,,,,,,
688.0,F2009,,1.0,1.0,,,2.0,
688.0,F2010,,2.0,3.0,,,5.0,
688.0,F2011,,,,,,,
688.0,F2012,,3.0,,,,3.0,
688.0,F2013,,,2.0,,,2.0,
688.0,F2014,,1.0,4.0,,,5.0,
688.0,F2015,,,,,,,
688.0,F2016,,,2.0,,,2.0,
688.0,F2017,,1.0,,,,1.0,
688.0,F2018,,,1.0,,,1.0,
688.0,F2019,,,1.0,,,1.0,
688.0,F2020,,,1.0,,,1.0,
688.0,F2021,,,1.0,,,1.0,
688.0,F2022,,,,,,,
690.0,F1980,,,,,,,
690.0,F1981,,,,,,,
690.0,F1982,,,,,,,
690.0,F1983,,,,,,,
690.0,F1984,,,,,,,
690.0,F1985,,,,,,,
690.0,F1986,,,,,,,
690.0,F1987,,,,,,,
690.0,F1988,,,,,,,
690.0,F1989,,,,,,,
690.0,F1990,,,,,,,
690.0,F1991,,,,,,,
690.0,F1992,,,,,,,
690.0,F1993,,,,,,,
690.0,F1994,,,,,,,
690.0,F1995,,,,,,,
690.0,F1996,,,,,,,
690.0,F1997,,,1.0,,,1.0,
690.0,F1998,,,,,,,
690.0,F1999,,,,,,,
690.0,F2000,,,,,,,
690.0,F2001,,,,,,,
690.0,F2002,,,,,1.0,1.0,
690.0,F2003,,,,,,,
690.0,F2004,,,,,,,
690.0,F2005,,,,,,,
690.0,F2006,,,,,,,
690.0,F2007,,,,,,,
690.0,F2008,,,,,,,
690.0,F2009,,,,,,,
690.0,F2010,,,,,,,
690.0,F2011,,,,,,,
690.0,F2012,,,,,,,
690.0,F2013,,,,,1.0,1.0,
690.0,F2014,,,1.0,,,1.0,
690.0,F2015,,,,,,,
690.0,F2016,,,,,,,
690.0,F2017,,,,,,,
690.0,F2018,,,,,,,
690.0,F2019,,,,,,,
690.0,F2020,,,,,,,
690.0,F2021,,,,,,,
690.0,F2022,,,,,,,
694.0,F1980,,,,,,,
694.0,F1981,,,,,,,
694.0,F1982,,,,,,,
694.0,F1983,,,,,,,
694.0,F1984,,,,,1.0,1.0,
694.0,F1985,,,,,,,
694.0,F1986,,,,,,,
694.0,F1987,,,,,,,
694.0,F1988,,,,,,,
694.0,F1989,,,,,,,
694.0,F1990,,,,,,,
694.0,F1991,,,,,,,
694.0,F1992,,,,,,,
694.0,F1993,,,,,,,
694.0,F1994,,,,,,,
694.0,F1995,,,,,,,
694.0,F1996,,,1.0,,,1.0,
694.0,F1997,,,,,,,
694.0,F1998,,,,,,,
694.0,F1999,,,,,1.0,1.0,
694.0,F2000,,,,,,,
694.0,F2001,,,,,,,
694.0,F2002,,,,,,,
694.0,F2003,,,,,,,
694.0,F2004,,,1.0,,,1.0,
694.0,F2005,,,1.0,,,1.0,
694.0,F2006,,,,,,,
694.0,F2007,,,1.0,,,1.0,
694.0,F2008,,,,,,,
694.0,F2009,,,1.0,,,1.0,
694.0,F2010,,,1.0,1.0,,2.0,
694.0,F2011,,,1.0,,,1.0,
694.0,F2012,,,,,,,
694.0,F2013,,,,,,1.0,1.0
694.0,F2014,,,,,,,
694.0,F2015,,,1.0,,,1.0,
694.0,F2016,,,,,,,
694.0,F2017,,,,1.0,,1.0,
694.0,F2018,,,,,,,
694.0,F2019,,,2.0,,,2.0,
694.0,F2020,,,,,,,
694.0,F2021,,,,,,,
694.0,F2022,,,1.0,,,1.0,
703.0,F1980,,,,,,,
703.0,F1981,,,,,,,
703.0,F1982,,,,,,,
703.0,F1983,,,,,,,
703.0,F1984,,,,,,,
703.0,F1985,,,,,,,
703.0,F1986,,,,,,,
703.0,F1987,,,,,,,
703.0,F1988,,,,,,,
703.0,F1989,,,,,,,
703.0,F1990,,,,,,,
703.0,F1991,,,,,,,
703.0,F1992,,,,,,,
703.0,F1993,,,,,,,
703.0,F1994,,,,,,,
703.0,F1995,,,,,,,
703.0,F1996,,,,,,,
703.0,F1997,,,1.0,,,1.0,
703.0,F1998,,,1.0,,,1.0,
703.0,F1999,,,1.0,,,1.0,
703.0,F2000,,,,,,1.0,1.0
703.0,F2001,,,1.0,,,1.0,
703.0,F2002,,,1.0,,,1.0,
703.0,F2003,,1.0,,,,1.0,
703.0,F2004,,,1.0,,1.0,2.0,
703.0,F2005,,1.0,1.0,,,2.0,
703.0,F2006,,,2.0,,,2.0,
703.0,F2007,,1.0,,,,1.0,
703.0,F2008,,,,,,,
703.0,F2009,,,,,,,
703.0,F2010,,1.0,2.0,,,3.0,
703.0,F2011,,,,,,,
703.0,F2012,,1.0,,,,1.0,
703.0,F2013,,,1.0,,,1.0,
703.0,F2014,,,,,,,
703.0,F2015,,,,,,,
703.0,F2016,,,,,,,
703.0,F2017,,,,,1.0,1.0,
703.0,F2018,,,,,,,
703.0,F2019,,,,,1.0,1.0,
703.0,F2020,,,1.0,,,1.0,
703.0,F2021,,,1.0,,,1.0,
703.0,F2022,,,,,,,
704.0,F1980,,,1.0,,2.0,3.0,
704.0,F1981,,,,,,,
704.0,F1982,,,,,1.0,1.0,
704.0,F1983,,,,,3.0,3.0,
704.0,F1984,,,1.0,,2.0,3.0,
704.0,F1985,,,1.0,,1.0,2.0,
704.0,F1986,,,1.0,,1.0,2.0,
704.0,F1987,1.0,,,,2.0,3.0,
704.0,F1988,,,,,2.0,2.0,
704.0,F1989,,,,,3.0,3.0,
704.0,F1990,,,1.0,,3.0,4.0,
704.0,F1991,,,3.0,,4.0,7.0,
704.0,F1992,,,2.0,1.0,2.0,5.0,
704.0,F1993,,,1.0,,3.0,4.0,
704.0,F1994,,,1.0,1.0,1.0,3.0,
704.0,F1995,,,1.0,,1.0,2.0,
704.0,F1996,,,2.0,,4.0,6.0,
704.0,F1997,1.0,,,,3.0,4.0,
704.0,F1998,,,1.0,,3.0,4.0,
704.0,F1999,1.0,,3.0,,1.0,5.0,
704.0,F2000,,,2.0,2.0,7.0,11.0,
704.0,F2001,,,4.0,,3.0,7.0,
704.0,F2002,1.0,,3.0,,1.0,6.0,1.0
704.0,F2003,,,3.0,,1.0,4.0,
704.0,F2004,,,3.0,1.0,2.0,6.0,
704.0,F2005,1.0,,5.0,,4.0,10.0,
704.0,F2006,,,5.0,,6.0,11.0,
704.0,F2007,,,5.0,,1.0,6.0,
704.0,F2008,,,5.0,,5.0,10.0,
704.0,F2009,,,2.0,1.0,3.0,6.0,
704.0,F2010,,,4.0,,3.0,7.0,
704.0,F2011,,,3.0,,2.0,5.0,
704.0,F2012,,,1.0,,3.0,4.0,
704.0,F2013,,,6.0,,4.0,10.0,
704.0,F2014,,,,,3.0,3.0,
704.0,F2015,1.0,,2.0,,2.0,5.0,
704.0,F2016,,,4.0,,4.0,8.0,
704.0,F2017,,,5.0,,4.0,9.0,
704.0,F2018,,,3.0,,4.0,7.0,
704.0,F2019,1.0,,5.0,,2.0,8.0,
704.0,F2020,,,1.0,,10.0,11.0,
704.0,F2021,,,3.0,,5.0,8.0,
704.0,F2022,,,5.0,,3.0,8.0,
705.0,F1980,,,,,,,
705.0,F1981,,,,,,,
705.0,F1982,,,,,,,
705.0,F1983,,,,,,,
705.0,F1984,,,,,,,
705.0,F1985,,,,,,,
705.0,F1986,,,,,,,
705.0,F1987,,,,,,,
705.0,F1988,,,,,,,
705.0,F1989,,,,,,,
705.0,F1990,,,,,,,
705.0,F1991,,,,,,,
705.0,F1992,,,,,,,
705.0,F1993,,,,,,,
705.0,F1994,,,,,,,
705.0,F1995,,,,,,,
705.0,F1996,,,,,,,
705.0,F1997,,,,,,,
705.0,F1998,,,,,,,
705.0,F1999,,,,,,,
705.0,F2000,,,,,,,
705.0,F2001,,,,,,,
705.0,F2002,,,,,,,
705.0,F2003,,1.0,,,,1.0,
705.0,F2004,,,,,,,
705.0,F2005,,,1.0,,,1.0,
705.0,F2006,,,,,,,
705.0,F2007,,,,,2.0,2.0,
705.0,F2008,,,,,,,
705.0,F2009,,,,,,,
705.0,F2010,,,,,,,
705.0,F2011,,,,,,,
705.0,F2012,,,1.0,,,1.0,
705.0,F2013,,,,,,,
705.0,F2014,,1.0,1.0,,,2.0,
705.0,F2015,,,,,,,
705.0,F2016,,,,,,,
705.0,F2017,,,,,,,
705.0,F2018,,,,,,,
705.0,F2019,,,,,,,
705.0,F2020,,,,,1.0,1.0,
705.0,F2021,,,1.0,,,1.0,
705.0,F2022,,,,,,,
706.0,F1980,1.0,,,,,1.0,
706.0,F1981,,,1.0,,,1.0,
706.0,F1982,,,,,,,
706.0,F1983,1.0,,,,,1.0,
706.0,F1984,,,,,,,
706.0,F1985,,,,,,,
706.0,F1986,,,,,,,
706.0,F1987,1.0,,1.0,,,2.0,
706.0,F1988,1.0,,,,,1.0,
706.0,F1989,,,2.0,,,2.0,
706.0,F1990,,,,,,,
706.0,F1991,,,,,,,
706.0,F1992,,,,,,,
706.0,F1993,,,,,,,
706.0,F1994,,,1.0,,1.0,2.0,
706.0,F1995,,,1.0,,,1.0,
706.0,F1996,,,1.0,,,1.0,
706.0,F1997,,,2.0,,,2.0,
706.0,F1998,,,,,,,
706.0,F1999,1.0,,,,,1.0,
706.0,F2000,,,3.0,,,3.0,
706.0,F2001,,,1.0,,,1.0,
706.0,F2002,,,1.0,,,1.0,
706.0,F2003,,,2.0,,,2.0,
706.0,F2004,1.0,,1.0,,,2.0,
706.0,F2005,1.0,,2.0,,,3.0,
706.0,F2006,,,5.0,,,5.0,
706.0,F2007,,,2.0,,,2.0,
706.0,F2008,1.0,,1.0,,,2.0,
706.0,F2009,,,1.0,,,1.0,
706.0,F2010,1.0,,2.0,,,3.0,
706.0,F2011,1.0,,1.0,,,2.0,
706.0,F2012,,,2.0,,,2.0,
706.0,F2013,,,2.0,,1.0,3.0,
706.0,F2014,1.0,,1.0,,,2.0,
706.0,F2015,1.0,,2.0,,2.0,5.0,
706.0,F2016,,,1.0,,,1.0,
706.0,F2017,,,,,,,
706.0,F2018,,,1.0,,1.0,2.0,
706.0,F2019,1.0,,1.0,,1.0,3.0,
706.0,F2020,1.0,,2.0,,1.0,4.0,
706.0,F2021,,,1.0,,,1.0,
706.0,F2022,,,1.0,,,1.0,
710.0,F1980,1.0,,,,,1.0,
710.0,F1981,1.0,,1.0,,,2.0,
710.0,F1982,,,,,,,
710.0,F1983,,,,,1.0,1.0,
710.0,F1984,,,,,2.0,2.0,
710.0,F1985,,,,,,,
710.0,F1986,1.0,,,,,1.0,
710.0,F1987,,,1.0,,,1.0,
710.0,F1988,1.0,,1.0,,,2.0,
710.0,F1989,,,,,,,
710.0,F1990,1.0,,,,1.0,2.0,
710.0,F1991,,,,,,1.0,1.0
710.0,F1992,,,,,,,
710.0,F1993,,,1.0,,1.0,2.0,
710.0,F1994,,,1.0,,1.0,2.0,
710.0,F1995,1.0,,1.0,,,2.0,
710.0,F1996,,1.0,2.0,1.0,,4.0,
710.0,F1997,,,1.0,,,1.0,
710.0,F1998,,,,,1.0,2.0,1.0
710.0,F1999,,,2.0,,2.0,5.0,1.0
710.0,F2000,,,3.0,,1.0,5.0,1.0
710.0,F2001,,,2.0,,2.0,6.0,2.0
710.0,F2002,,,1.0,,4.0,6.0,1.0
710.0,F2003,,,1.0,,1.0,2.0,
710.0,F2004,1.0,,1.0,,,2.0,
710.0,F2005,,,,,,,
710.0,F2006,,,2.0,,,2.0,
710.0,F2007,,1.0,1.0,,,3.0,1.0
710.0,F2008,,,1.0,,1.0,3.0,1.0
710.0,F2009,,,2.0,,2.0,4.0,
710.0,F2010,,,,,1.0,1.0,
710.0,F2011,,,1.0,,2.0,3.0,
710.0,F2012,,,1.0,,1.0,2.0,
710.0,F2013,,,,,1.0,1.0,
710.0,F2014,,,1.0,,,1.0,
710.0,F2015,1.0,,,,,1.0,
710.0,F2016,,1.0,2.0,,,3.0,
710.0,F2017,1.0,,1.0,,2.0,5.0,1.0
710.0,F2018,,,,,,,
710.0,F2019,1.0,,4.0,,1.0,6.0,
710.0,F2020,,,1.0,,1.0,2.0,
710.0,F2021,1.0,,1.0,,2.0,4.0,
710.0,F2022,,,8.0,,,8.0,
716.0,F1980,,,,,,,
716.0,F1981,1.0,,,,,1.0,
716.0,F1982,,,,,,,
716.0,F1983,,,,,,,
716.0,F1984,,,,,,,
716.0,F1985,,,,,,,
716.0,F1986,,,,,,,
716.0,F1987,,,,,,,
716.0,F1988,,,,,,,
716.0,F1989,,,,,,,
716.0,F1990,1.0,,,,,1.0,
716.0,F1991,,,,,,,
716.0,F1992,,,,,,,
716.0,F1993,,,,,,,
716.0,F1994,,,,,,,
716.0,F1995,,,,,,,
716.0,F1996,,,,,,,
716.0,F1997,,,,,,,
716.0,F1998,1.0,,1.0,,,2.0,
716.0,F1999,,,,,,,
716.0,F2000,,,1.0,,,1.0,
716.0,F2001,1.0,,1.0,,,2.0,
716.0,F2002,,,,,,,
716.0,F2003,,,1.0,,1.0,2.0,
716.0,F2004,,,,,,,
716.0,F2005,,,,,,,
716.0,F2006,,,,,,,
716.0,F2007,1.0,,2.0,,1.0,4.0,
716.0,F2008,,,,,,,
716.0,F2009,,,,,,,
716.0,F2010,1.0,,1.0,,,2.0,
716.0,F2011,,,1.0,,,1.0,
716.0,F2012,,,,,,,
716.0,F2013,1.0,,1.0,,,2.0,
716.0,F2014,,,2.0,,,2.0,
716.0,F2015,,,,,1.0,1.0,
716.0,F2016,,,,,1.0,1.0,
716.0,F2017,1.0,,,,1.0,2.0,
716.0,F2018,,,,,,,
716.0,F2019,,,1.0,,1.0,2.0,
716.0,F2020,,,,,,,
716.0,F2021,1.0,,,,1.0,2.0,
716.0,F2022,,,1.0,,1.0,2.0,
724.0,F1980,1.0,,,,,1.0,
724.0,F1981,1.0,,,,,1.0,
724.0,F1982,,,2.0,,,2.0,
724.0,F1983,,,2.0,,,2.0,
724.0,F1984,,,,,2.0,3.0,1.0
724.0,F1985,,1.0,,,,3.0,2.0
724.0,F1986,,,,,,,
724.0,F1987,,,1.0,,1.0,2.0,
724.0,F1988,,,,,,,
724.0,F1989,,,1.0,,2.0,3.0,
724.0,F1990,1.0,,,,2.0,3.0,
724.0,F1991,,,,,,1.0,1.0
724.0,F1992,,,,,,,
724.0,F1993,,,,,,,
724.0,F1994,,,1.0,,1.0,4.0,2.0
724.0,F1995,,2.0,,,,2.0,
724.0,F1996,,,1.0,1.0,,2.0,
724.0,F1997,,,1.0,,1.0,2.0,
724.0,F1998,,,,,1.0,2.0,1.0
724.0,F1999,1.0,,,,1.0,2.0,
724.0,F2000,,,2.0,,2.0,5.0,1.0
724.0,F2001,,,,,1.0,1.0,
724.0,F2002,,,1.0,,,1.0,
724.0,F2003,,1.0,,,,2.0,1.0
724.0,F2004,,1.0,1.0,,,3.0,1.0
724.0,F2005,,1.0,,,,2.0,1.0
724.0,F2006,,1.0,1.0,,,3.0,1.0
724.0,F2007,,,3.0,,1.0,4.0,
724.0,F2008,,,,,,,
724.0,F2009,,,,,1.0,2.0,1.0
724.0,F2010,,,1.0,,1.0,2.0,
724.0,F2011,,,1.0,,,1.0,
724.0,F2012,,,1.0,,,2.0,1.0
724.0,F2013,,,1.0,,1.0,2.0,
724.0,F2014,,,,,1.0,1.0,
724.0,F2015,,,2.0,,,2.0,
724.0,F2016,,,1.0,,,1.0,
724.0,F2017,,,,,,2.0,2.0
724.0,F2018,,1.0,1.0,,1.0,4.0,1.0
724.0,F2019,,1.0,4.0,,3.0,8.0,
724.0,F2020,,,,,1.0,1.0,
724.0,F2021,,,2.0,,1.0,3.0,
724.0,F2022,,1.0,,,,2.0,1.0
728.0,F1980,,,,,,,
728.0,F1981,,,,,,,
728.0,F1982,,,,,,,
728.0,F1983,,,,,,,
728.0,F1984,,,,,,,
728.0,F1985,,,,,,,
728.0,F1986,,,,,,,
728.0,F1987,,,,,,,
728.0,F1988,,,,,,,
728.0,F1989,,,,,,,
728.0,F1990,,,,,,,
728.0,F1991,,,,,,,
728.0,F1992,,,,,,,
728.0,F1993,,,,,,,
728.0,F1994,,,,,,,
728.0,F1995,,,,,,,
728.0,F1996,,,,,,,
728.0,F1997,,,,,,,
728.0,F1998,,,,,,,
728.0,F1999,,,,,,,
728.0,F2000,,,,,,,
728.0,F2001,,,,,,,
728.0,F2002,,,,,,,
728.0,F2003,,,,,,,
728.0,F2004,,,,,,,
728.0,F2005,,,,,,,
728.0,F2006,,,,,,,
728.0,F2007,,,,,,,
728.0,F2008,,,3.0,,,3.0,
728.0,F2009,1.0,,,,,1.0,
728.0,F2010,,,2.0,,,2.0,
728.0,F2011,,,,,,,
728.0,F2012,,,2.0,,,2.0,
728.0,F2013,,,2.0,,,2.0,
728.0,F2014,,,,,,,
728.0,F2015,,,,,,,
728.0,F2016,1.0,,1.0,,,2.0,
728.0,F2017,,,,,,,
728.0,F2018,,,,,,,
728.0,F2019,,,2.0,,,3.0,1.0
728.0,F2020,,,1.0,,,1.0,
728.0,F2021,1.0,,1.0,,,2.0,
728.0,F2022,,,1.0,,,1.0,
729.0,F1980,1.0,,,,,1.0,
729.0,F1981,,,,,,,
729.0,F1982,,,,,,,
729.0,F1983,1.0,,2.0,,,3.0,
729.0,F1984,,,,,,,
729.0,F1985,,,,,,,
729.0,F1986,,,,,,,
729.0,F1987,1.0,,,,,1.0,
729.0,F1988,,,1.0,,,1.0,
729.0,F1989,,,,,,,
729.0,F1990,1.0,,,,,1.0,
729.0,F1991,1.0,,,,,1.0,
729.0,F1992,,,,,,,
729.0,F1993,,,1.0,,,1.0,
729.0,F1994,,,1.0,,,1.0,
729.0,F1995,,,,,,,
729.0,F1996,1.0,,3.0,,,4.0,
729.0,F1997,,,1.0,,,1.0,
729.0,F1998,,,1.0,,,2.0,1.0
729.0,F1999,1.0,,4.0,,,5.0,
729.0,F2000,,,,,,,
729.0,F2001,,,1.0,,,1.0,
729.0,F2002,,,1.0,,1.0,2.0,
729.0,F2003,,,1.0,,,1.0,
729.0,F2004,,,,,,,
729.0,F2005,,,2.0,,,2.0,
729.0,F2006,,,3.0,,,3.0,
729.0,F2007,,,1.0,,,1.0,
729.0,F2008,,,,,,,
729.0,F2009,,,1.0,,,1.0,
729.0,F2010,,,2.0,,,2.0,
729.0,F2011,1.0,,,,1.0,2.0,
729.0,F2012,,,1.0,,,1.0,
729.0,F2013,,,1.0,,,1.0,
729.0,F2014,,,1.0,,,1.0,
729.0,F2015,1.0,1.0,1.0,,,3.0,
729.0,F2016,,,1.0,,,1.0,
729.0,F2017,,,1.0,,,1.0,
729.0,F2018,,,3.0,,,3.0,
729.0,F2019,,,2.0,,,2.0,
729.0,F2020,,,1.0,,,1.0,
729.0,F2021,,,1.0,,1.0,2.0,
729.0,F2022,1.0,,1.0,,,2.0,
740.0,F1980,,,,,,,
740.0,F1981,,,,,,,
740.0,F1982,,,,,,,
740.0,F1983,,,,,,,
740.0,F1984,,,,,,,
740.0,F1985,,,,,,,
740.0,F1986,,,,,,,
740.0,F1987,,,,,,,
740.0,F1988,,,,,,,
740.0,F1989,,,,,,,
740.0,F1990,,,,,,,
740.0,F1991,,,,,,,
740.0,F1992,,,,,,,
740.0,F1993,,,,,,,
740.0,F1994,,,,,,,
740.0,F1995,,,,,,,
740.0,F1996,,,,,,,
740.0,F1997,,,,,,,
740.0,F1998,,,,,,,
740.0,F1999,,,,,,,
740.0,F2000,,,,,,,
740.0,F2001,,,,,,,
740.0,F2002,,,,,,,
740.0,F2003,,,,,,,
740.0,F2004,,,,,,,
740.0,F2005,,,,,,,
740.0,F2006,,,1.0,,,1.0,
740.0,F2007,,,,,,,
740.0,F2008,,,1.0,,,1.0,
740.0,F2009,,,,,,,
740.0,F2010,,,,,,,
740.0,F2011,,,,,,,
740.0,F2012,,,,,,,
740.0,F2013,,,,,,,
740.0,F2014,,,,,,,
740.0,F2015,,,,,,,
740.0,F2016,,,,,,,
740.0,F2017,,,,,,,
740.0,F2018,,,,,,,
740.0,F2019,,,,,,,
740.0,F2020,,,,,,,
740.0,F2021,,,1.0,,,1.0,
740.0,F2022,,,1.0,,,1.0,
748.0,F1980,,,,,,,
748.0,F1981,1.0,,,,,1.0,
748.0,F1982,,,,,,,
748.0,F1983,,,,,,,
748.0,F1984,1.0,,,,1.0,2.0,
748.0,F1985,,,,,,,
748.0,F1986,,,,,,,
748.0,F1987,,,,,,,
748.0,F1988,,,,,,,
748.0,F1989,,,,,,,
748.0,F1990,1.0,,,,,1.0,
748.0,F1991,,,,,,,
748.0,F1992,,,,,,,
748.0,F1993,,,,,,,
748.0,F1994,,,,,,,
748.0,F1995,,,,,,,
748.0,F1996,,,,,,,
748.0,F1997,,,,,,,
748.0,F1998,,,,,,,
748.0,F1999,,,,,,,
748.0,F2000,,,1.0,,,1.0,
748.0,F2001,1.0,,,,,1.0,
748.0,F2002,,,,,,,
748.0,F2003,,,,,,,
748.0,F2004,,,,,,,
748.0,F2005,,,,,1.0,1.0,
748.0,F2006,,,,,1.0,1.0,
748.0,F2007,1.0,,,,,2.0,1.0
748.0,F2008,,,1.0,,,1.0,
748.0,F2009,,,,,,,
748.0,F2010,,,,,,,
748.0,F2011,,,,,,,
748.0,F2012,,,,,,,
748.0,F2013,,,,,,,
748.0,F2014,,,1.0,,,1.0,
748.0,F2015,,,,,,,
748.0,F2016,1.0,,,,,1.0,
748.0,F2017,,,,,,,
748.0,F2018,,,,,,,
748.0,F2019,1.0,,,,,1.0,
748.0,F2020,,,,,,,
748.0,F2021,,,,,1.0,1.0,
748.0,F2022,,,,,1.0,1.0,
752.0,F1980,,,,,,,
752.0,F1981,,,,,,,
752.0,F1982,,,,,,,
752.0,F1983,,,,,,,
752.0,F1984,,,,,,,
752.0,F1985,,,1.0,,,1.0,
752.0,F1986,,,,,,,
752.0,F1987,,,,,,,
752.0,F1988,,,,,,,
752.0,F1989,,,,,,,
752.0,F1990,,,,,2.0,2.0,
752.0,F1991,,,,,,,
752.0,F1992,,,,,,,
752.0,F1993,,,,,,,
752.0,F1994,,,,,,,
752.0,F1995,,,,,,,
752.0,F1996,,,,,,,
752.0,F1997,,,,,,,
752.0,F1998,,,,,,,
752.0,F1999,,,,,1.0,1.0,
752.0,F2000,,,,,,,
752.0,F2001,,,,,,,
752.0,F2002,,,,,1.0,1.0,
752.0,F2003,,,,,,,
752.0,F2004,,,,,,,
752.0,F2005,,1.0,,,1.0,2.0,
752.0,F2006,,,,,,,
752.0,F2007,,,,,,,
752.0,F2008,,,,,,,
752.0,F2009,,,,,,,
752.0,F2010,,,,,,,
752.0,F2011,,,,,,,
752.0,F2012,,,,,,,
752.0,F2013,,,,,1.0,1.0,
752.0,F2014,,,,,,,
752.0,F2015,,,,,,,
752.0,F2016,,,,,,,
752.0,F2017,,,,,,,
752.0,F2018,,,,,,1.0,1.0
752.0,F2019,,,,,,,
752.0,F2020,,,,,1.0,1.0,
752.0,F2021,,,1.0,,,1.0,
752.0,F2022,,,,,,,
756.0,F1980,,,,,,,
756.0,F1981,,,,,,,
756.0,F1982,,,,,1.0,1.0,
756.0,F1983,,,1.0,,2.0,3.0,
756.0,F1984,,,,,1.0,1.0,
756.0,F1985,,,,,1.0,1.0,
756.0,F1986,,,,,2.0,2.0,
756.0,F1987,,,1.0,,1.0,2.0,
756.0,F1988,,,,1.0,,1.0,
756.0,F1989,,,,,,,
756.0,F1990,,,,,4.0,4.0,
756.0,F1991,,,,,,,
756.0,F1992,,,,,,,
756.0,F1993,,,,,3.0,3.0,
756.0,F1994,,,,,1.0,1.0,
756.0,F1995,,,,,,,
756.0,F1996,,,,,,,
756.0,F1997,,,1.0,,,1.0,
756.0,F1998,,,,,1.0,1.0,
756.0,F1999,,,1.0,1.0,1.0,3.0,
756.0,F2000,,,,1.0,,1.0,
756.0,F2001,,1.0,,,,1.0,
