ISO_Code,Year,"Climate related disasters frequency, Number of Disasters: Drought","Climate related disasters frequency, Number of Disasters: Extreme temperature","Climate related disasters frequency, Number of Disasters: Flood","Climate related disasters frequency, Number of Disasters: Landslide","Climate related disasters frequency, Number of Disasters: Storm","Climate related disasters frequency, Number of Disasters: TOTAL","Climate related disasters frequency, Number of Disasters: Wildfire"
68.0,F1982,,,1.0,,,1.0,
68.0,F1983,2.0,,1.0,,,3.0,
68.0,F1984,,,1.0,,,1.0,
68.0,F1985,,,1.0,,,1.0,
68.0,F1986,,,1.0,,,1.0,
68.0,F1987,,,1.0,,,1.0,
68.0,F1988,1.0,,,,,1.0,
68.0,F1989,,,,,,,
68.0,F1990,1.0,,,,,1.0,
68.0,F1991,,,,,,,
68.0,F1992,,,2.0,1.0,,3.0,
68.0,F1993,,,,,,,
68.0,F1994,1.0,,,1.0,,2.0,
68.0,F1995,,,,,,,
68.0,F1996,,,,1.0,,1.0,
68.0,F1997,,,2.0,,,2.0,
68.0,F1998,,,,1.0,,1.0,
68.0,F1999,,,1.0,,,2.0,1.0
68.0,F2000,1.0,1.0,2.0,,,4.0,
68.0,F2001,,1.0,1.0,,,2.0,
68.0,F2002,,,1.0,,1.0,3.0,1.0
68.0,F2003,,,3.0,1.0,,4.0,
68.0,F2004,1.0,,,,,1.0,
68.0,F2005,,,,,,1.0,1.0
68.0,F2006,,,2.0,,,2.0,
68.0,F2007,,1.0,2.0,,,3.0,
68.0,F2008,1.0,,,,1.0,2.0,
68.0,F2009,,,1.0,,,1.0,
68.0,F2010,1.0,1.0,1.0,,,4.0,1.0
68.0,F2011,,,1.0,1.0,,2.0,
68.0,F2012,,,1.0,,,1.0,
68.0,F2013,1.0,1.0,2.0,1.0,,5.0,
68.0,F2014,1.0,,2.0,1.0,,4.0,
68.0,F2015,,,1.0,,,1.0,
68.0,F2016,1.0,,2.0,,,3.0,
68.0,F2017,,,,,,,
68.0,F2018,,,1.0,,,1.0,
68.0,F2019,,,2.0,1.0,,4.0,1.0
68.0,F2020,,,2.0,,,3.0,1.0
68.0,F2021,,,7.0,,,7.0,
68.0,F2022,,,1.0,,,1.0,
70.0,F1980,,,,,,,
70.0,F1981,,,,,,,
70.0,F1982,,,,,,,
70.0,F1983,,,,,,,
70.0,F1984,,,,,,,
70.0,F1985,,,,,,,
70.0,F1986,,,,,,,
70.0,F1987,,,,,,,
70.0,F1988,,,,,,,
70.0,F1989,,,,,,,
70.0,F1990,,,,,,,
70.0,F1991,,,,,,,
70.0,F1992,,,,,,,
70.0,F1993,,,,,,,
70.0,F1994,,,,,,,
70.0,F1995,,,,,,,
70.0,F1996,,,,,,,
70.0,F1997,,,,,,,
70.0,F1998,,,,,,,
70.0,F1999,,,,,1.0,1.0,
70.0,F2000,1.0,,,1.0,,2.0,
70.0,F2001,,,1.0,,,1.0,
70.0,F2002,,,,,,,
70.0,F2003,1.0,,,,,1.0,
70.0,F2004,,,2.0,,,2.0,
70.0,F2005,,,1.0,,1.0,2.0,
70.0,F2006,,,,,,,
70.0,F2007,,1.0,,,,1.0,
70.0,F2008,,,,,,,
70.0,F2009,,1.0,2.0,,,3.0,
70.0,F2010,,1.0,2.0,,,3.0,
70.0,F2011,,,,,,,
70.0,F2012,,1.0,,,,1.0,
70.0,F2013,,,,,,,
70.0,F2014,,,4.0,,,4.0,
70.0,F2015,,,1.0,,,1.0,
70.0,F2016,,,,,,,
70.0,F2017,,,,,,,
70.0,F2018,,,,,,,
70.0,F2019,,,2.0,,,2.0,
70.0,F2020,,,1.0,,,1.0,
70.0,F2021,,,1.0,,,1.0,
70.0,F2022,,,1.0,,,1.0,
72.0,F1980,,,,,,,
72.0,F1981,1.0,,,,,1.0,
72.0,F1982,,,,,,,
72.0,F1983,,,,,,,
72.0,F1984,,,,,,,
72.0,F1985,,,,,,,
72.0,F1986,,,,,,,
72.0,F1987,,,,,,,
72.0,F1988,,,1.0,,,1.0,
72.0,F1989,,,,,,,
72.0,F1990,1.0,,,,,1.0,
72.0,F1991,,,,,,,
72.0,F1992,,,,,,,
72.0,F1993,,,,,,,
72.0,F1994,,,,,,,
72.0,F1995,,,1.0,,,1.0,
72.0,F1996,,,,,,,
72.0,F1997,,,,,,,
72.0,F1998,,,,,,,
72.0,F1999,,,,,,,
72.0,F2000,,,1.0,,,1.0,
72.0,F2001,,,,,,,
72.0,F2002,,,,,,,
72.0,F2003,,,,,,,
72.0,F2004,,,1.0,,,1.0,
72.0,F2005,,,,,,,
72.0,F2006,,,,,,,
72.0,F2007,,,,,,,
72.0,F2008,,,,,,,
72.0,F2009,,,2.0,,1.0,3.0,
72.0,F2010,,,,,,,
72.0,F2011,,,1.0,,,1.0,
72.0,F2012,,,,,,,
72.0,F2013,,,1.0,,,1.0,
72.0,F2014,,,,,,,
72.0,F2015,1.0,,,,,1.0,
72.0,F2016,,,,,,,
72.0,F2017,,,1.0,,,1.0,
72.0,F2018,,,1.0,,,1.0,
72.0,F2019,1.0,,,,,1.0,
72.0,F2020,,,,,,,
72.0,F2021,,,,,,,
72.0,F2022,,,,,,,
76.0,F1980,,,2.0,,1.0,3.0,
76.0,F1981,,,2.0,,,2.0,
76.0,F1982,,,,,1.0,1.0,
76.0,F1983,1.0,,2.0,1.0,,4.0,
76.0,F1984,,,5.0,,1.0,6.0,
76.0,F1985,1.0,,2.0,,1.0,4.0,
76.0,F1986,,,1.0,,,1.0,
76.0,F1987,1.0,,2.0,,,3.0,
76.0,F1988,1.0,1.0,3.0,,,5.0,
76.0,F1989,,,4.0,3.0,1.0,8.0,
76.0,F1990,,,2.0,,,2.0,
76.0,F1991,,,1.0,1.0,,2.0,
76.0,F1992,,,4.0,1.0,,5.0,
76.0,F1993,,,,,,,
76.0,F1994,1.0,1.0,,,1.0,3.0,
76.0,F1995,,,3.0,2.0,,5.0,
76.0,F1996,,,1.0,3.0,,4.0,
76.0,F1997,,,3.0,,1.0,4.0,
76.0,F1998,1.0,,5.0,,,8.0,2.0
76.0,F1999,,,1.0,1.0,,3.0,1.0
76.0,F2000,,1.0,4.0,1.0,,6.0,
76.0,F2001,1.0,,3.0,,1.0,5.0,
76.0,F2002,1.0,,2.0,2.0,,5.0,
76.0,F2003,,,5.0,,,5.0,
76.0,F2004,1.0,1.0,2.0,,1.0,5.0,
76.0,F2005,1.0,,2.0,,1.0,4.0,
76.0,F2006,,,2.0,,,2.0,
76.0,F2007,1.0,,3.0,1.0,,5.0,
76.0,F2008,,,4.0,,1.0,5.0,
76.0,F2009,,,7.0,1.0,1.0,9.0,
76.0,F2010,1.0,1.0,3.0,,,5.0,
76.0,F2011,,,8.0,,,8.0,
76.0,F2012,1.0,,2.0,,,3.0,
76.0,F2013,,,5.0,,1.0,6.0,
76.0,F2014,1.0,,4.0,,,5.0,
76.0,F2015,,,4.0,1.0,1.0,6.0,
76.0,F2016,,,2.0,,,2.0,
76.0,F2017,,,1.0,,,1.0,
76.0,F2018,,,2.0,1.0,,3.0,
76.0,F2019,,,7.0,,,8.0,1.0
76.0,F2020,1.0,,5.0,,1.0,7.0,
76.0,F2021,1.0,,8.0,,,9.0,
76.0,F2022,1.0,,11.0,,,12.0,
84.0,F1980,,,,,,,
84.0,F1981,,,,,,,
84.0,F1982,,,,,,,
84.0,F1983,,,,,,,
84.0,F1984,,,,,,,
84.0,F1985,,,,,,,
84.0,F1986,,,,,,,
84.0,F1987,,,,,,,
84.0,F1988,,,,,,,
84.0,F1989,,,,,,,
84.0,F1990,,1.0,1.0,,,2.0,
84.0,F1991,,,,,,,
84.0,F1992,,,,,,,
84.0,F1993,,,,,,,
84.0,F1994,,,,,,,
84.0,F1995,,,1.0,,,1.0,
84.0,F1996,,,,,,,
84.0,F1997,,,,,,,
84.0,F1998,,,,,1.0,1.0,
84.0,F1999,,,,,,,
84.0,F2000,,,,,1.0,1.0,
84.0,F2001,,,,,2.0,2.0,
84.0,F2002,,,,,,,
84.0,F2003,,,,,,,
84.0,F2004,,,,,,,
84.0,F2005,,,,,2.0,2.0,
84.0,F2006,,,,,,,
84.0,F2007,,,,,1.0,1.0,
84.0,F2008,,,1.0,,1.0,2.0,
84.0,F2009,,,,,,,
84.0,F2010,,,,,1.0,1.0,
84.0,F2011,,,,,,,
84.0,F2012,,,,,,,
84.0,F2013,,,,,,,
84.0,F2014,,,,,,,
84.0,F2015,,,1.0,,,1.0,
84.0,F2016,,,,,1.0,1.0,
84.0,F2017,,,,,,,
84.0,F2018,,,,,,,
84.0,F2019,,,,,,,
84.0,F2020,,,,,1.0,1.0,
84.0,F2021,,,,,,,
84.0,F2022,,,,,1.0,1.0,
90.0,F1980,,,,,,,
90.0,F1981,,,,,,,
90.0,F1982,,,,,1.0,1.0,
90.0,F1983,,,,,,,
90.0,F1984,,,,,,,
90.0,F1985,,,,,1.0,1.0,
90.0,F1986,,,,,1.0,1.0,
90.0,F1987,,,,,,,
90.0,F1988,,,,,,,
90.0,F1989,,,,,,,
90.0,F1990,,,,,,,
90.0,F1991,,,,,,,
90.0,F1992,,,,,1.0,1.0,
90.0,F1993,,,,,1.0,1.0,
90.0,F1994,,,,,,,
90.0,F1995,,,,,,,
90.0,F1996,,,,,,,
90.0,F1997,1.0,,,,,1.0,
90.0,F1998,1.0,,,,,1.0,
90.0,F1999,,,,,,,
90.0,F2000,,,,,,,
90.0,F2001,,,,,,,
90.0,F2002,,,,,1.0,1.0,
90.0,F2003,,,,,2.0,2.0,
90.0,F2004,,,,,,,
90.0,F2005,,,,,,,
90.0,F2006,,,,,,,
90.0,F2007,,,,,,,
90.0,F2008,,,,,,,
90.0,F2009,,,1.0,,,1.0,
90.0,F2010,,,1.0,,1.0,2.0,
90.0,F2011,,,,,1.0,1.0,
90.0,F2012,,,1.0,,,1.0,
90.0,F2013,,,1.0,,,1.0,
90.0,F2014,,,1.0,,,1.0,
90.0,F2015,1.0,,,,2.0,3.0,
90.0,F2016,,,,,,,
90.0,F2017,,,,,,,
90.0,F2018,,,,,1.0,1.0,
90.0,F2019,,,,,,,
90.0,F2020,,,,,1.0,1.0,
90.0,F2021,,,,,,,
90.0,F2022,,,,,,,
92.0,F1980,,,,,,,
92.0,F1981,,,,,,,
92.0,F1982,,,,,,,
92.0,F1983,,,,,,,
92.0,F1984,,,,,,,
92.0,F1985,,,,,,,
92.0,F1986,,,,,,,
92.0,F1987,,,,,,,
92.0,F1988,,,,,,,
92.0,F1989,,,,,,,
92.0,F1990,,,,,,,
92.0,F1991,,,,,,,
92.0,F1992,,,,,,,
92.0,F1993,,,,,,,
92.0,F1994,,,,,,,
92.0,F1995,,,,,,,
92.0,F1996,,,,,1.0,1.0,
92.0,F1997,,,,,,,
92.0,F1998,,,,,,,
92.0,F1999,,,,,,,
92.0,F2000,,,,,,,
92.0,F2001,,,,,,,
92.0,F2002,,,,,,,
92.0,F2003,,,,,,,
92.0,F2004,,,,,,,
92.0,F2005,,,,,,,
92.0,F2006,,,,,,,
92.0,F2007,,,,,,,
92.0,F2008,,,,,,,
92.0,F2009,,,,,,,
92.0,F2010,,,,,,,
92.0,F2011,,,,,,,
92.0,F2012,,,,,,,
92.0,F2013,,,,,,,
92.0,F2014,,,,,,,
92.0,F2015,,,,,,,
92.0,F2016,,,,,,,
92.0,F2017,,,,,2.0,2.0,
92.0,F2018,,,,,,,
92.0,F2019,,,,,,,
92.0,F2020,,,,,,,
92.0,F2021,,,,,,,
92.0,F2022,,,,,,,
96.0,F1980,,,,,,,
96.0,F1981,,,,,,,
96.0,F1982,,,,,,,
96.0,F1983,,,,,,,
96.0,F1984,,,,,,,
96.0,F1985,,,,,,,
96.0,F1986,,,,,,,
96.0,F1987,,,,,,,
96.0,F1988,,,,,,,
96.0,F1989,,,,,,,
96.0,F1990,,,,,,,
96.0,F1991,,,,,,,
96.0,F1992,,,,,,,
96.0,F1993,,,,,,,
96.0,F1994,,,,,,,
96.0,F1995,,,,,,,
96.0,F1996,,,,,,,
96.0,F1997,,,,,,,
96.0,F1998,,,,,,1.0,1.0
96.0,F1999,,,,,,,
96.0,F2000,,,,,,,
96.0,F2001,,,,,,,
96.0,F2002,,,,,,,
96.0,F2003,,,,,,,
96.0,F2004,,,,,,,
96.0,F2005,,,,,,,
96.0,F2006,,,,,,,
96.0,F2007,,,,,,,
96.0,F2008,,,,,,,
96.0,F2009,,,,,,,
96.0,F2010,,,,,,,
96.0,F2011,,,,,,,
96.0,F2012,,,,,,,
96.0,F2013,,,,,,,
96.0,F2014,,,,,,,
96.0,F2015,,,,,,,
96.0,F2016,,,,,,,
96.0,F2017,,,,,,,
96.0,F2018,,,,,,,
96.0,F2019,,,,,,,
96.0,F2020,,,,,,,
96.0,F2021,,,,,,,
96.0,F2022,,,,,,,
100.0,F1980,,,,,,,
100.0,F1981,,,,,1.0,1.0,
100.0,F1982,,,,,,,
100.0,F1983,1.0,,,,,1.0,
100.0,F1984,,,,,,,
100.0,F1985,,,,,,,
100.0,F1986,,,,,,,
100.0,F1987,,,,,,,
100.0,F1988,,,,,,,
100.0,F1989,,,,,,,
100.0,F1990,,,,,,,
100.0,F1991,,,,,,,
100.0,F1992,,,,,,,
100.0,F1993,,,,,1.0,1.0,
100.0,F1994,,,,,,,
100.0,F1995,,,,,,,
100.0,F1996,,,,,,,
100.0,F1997,,,1.0,,,1.0,
100.0,F1998,,1.0,,,,1.0,
100.0,F1999,,,,,1.0,1.0,
100.0,F2000,1.0,2.0,,,,4.0,1.0
100.0,F2001,,,,,1.0,2.0,1.0
100.0,F2002,,,1.0,,,1.0,
100.0,F2003,,,,,,,
100.0,F2004,,,,,,,
100.0,F2005,,1.0,5.0,,1.0,7.0,
100.0,F2006,,,2.0,,,2.0,
100.0,F2007,,1.0,3.0,,,6.0,2.0
100.0,F2008,,1.0,,,,1.0,
100.0,F2009,,,,,,,
100.0,F2010,,1.0,1.0,,,2.0,
100.0,F2011,,,,,,,
100.0,F2012,,2.0,1.0,,,3.0,
100.0,F2013,,,,,,,
100.0,F2014,,,4.0,,1.0,5.0,
100.0,F2015,,,1.0,,,1.0,
100.0,F2016,,,,,,,
100.0,F2017,,,,,,,
100.0,F2018,,,1.0,,,1.0,
100.0,F2019,,,,,,,
100.0,F2020,,,,,,,
100.0,F2021,,,1.0,,,2.0,1.0
100.0,F2022,,,1.0,,,1.0,
104.0,F1980,,,,,,,
104.0,F1981,,,,,,1.0,1.0
104.0,F1982,,,,,1.0,1.0,
104.0,F1983,,,,,,,
104.0,F1984,,,,,,,
104.0,F1985,,,,,,,
104.0,F1986,,,,,,,
104.0,F1987,,,,,,,
104.0,F1988,,,,,,,
104.0,F1989,,,,,,,
104.0,F1990,,,,,,,
104.0,F1991,,,1.0,,,1.0,
104.0,F1992,,,1.0,,,1.0,
104.0,F1993,,,,,,,
104.0,F1994,,,,,1.0,1.0,
104.0,F1995,,,1.0,,,1.0,
104.0,F1996,,,,,,,
104.0,F1997,,,1.0,,,1.0,
104.0,F1998,,,,,,,
104.0,F1999,,,1.0,,,1.0,
104.0,F2000,,,,,,,
104.0,F2001,,,1.0,,,1.0,
104.0,F2002,,,1.0,,,1.0,
104.0,F2003,,,,,,,
104.0,F2004,,,,,1.0,1.0,
104.0,F2005,,,,1.0,,1.0,
104.0,F2006,,,1.0,,1.0,2.0,
104.0,F2007,,,4.0,,,4.0,
104.0,F2008,,,,,1.0,1.0,
104.0,F2009,,,,1.0,,1.0,
104.0,F2010,,,,1.0,1.0,2.0,
104.0,F2011,,,1.0,,,1.0,
104.0,F2012,,,1.0,,,1.0,
104.0,F2013,,,1.0,1.0,,2.0,
104.0,F2014,,,2.0,,,2.0,
104.0,F2015,,,3.0,2.0,1.0,6.0,
104.0,F2016,,,2.0,1.0,2.0,5.0,
104.0,F2017,,,1.0,,1.0,2.0,
104.0,F2018,,,3.0,1.0,,4.0,
104.0,F2019,,,2.0,1.0,,3.0,
104.0,F2020,,,1.0,1.0,,2.0,
104.0,F2021,,,1.0,,,1.0,
104.0,F2022,,,,,,,
108.0,F1980,,,,,,,
108.0,F1981,,,,,,,
108.0,F1982,,,,,,,
108.0,F1983,,,,,,,
108.0,F1984,,,,,,,
108.0,F1985,,,,,,,
108.0,F1986,,,,,,,
108.0,F1987,,,,,,,
108.0,F1988,,,,,,,
108.0,F1989,,,1.0,,,1.0,
108.0,F1990,,,,,,,
108.0,F1991,,,,,,,
108.0,F1992,,,,,,,
108.0,F1993,,,,,,,
108.0,F1994,,,,,,,
108.0,F1995,,,,,,,
108.0,F1996,,,,,,,
108.0,F1997,,,,,,,
108.0,F1998,,,,,,,
108.0,F1999,1.0,,,,1.0,2.0,
108.0,F2000,,,1.0,,,1.0,
108.0,F2001,,,,,,,
108.0,F2002,,,2.0,,,2.0,
108.0,F2003,1.0,,,,,1.0,
108.0,F2004,,,1.0,,2.0,3.0,
108.0,F2005,1.0,,1.0,,,2.0,
108.0,F2006,,,6.0,,1.0,7.0,
108.0,F2007,,,2.0,,,2.0,
108.0,F2008,1.0,,2.0,,,3.0,
108.0,F2009,1.0,,1.0,,,2.0,
108.0,F2010,1.0,,2.0,,1.0,4.0,
108.0,F2011,,,1.0,,1.0,2.0,
108.0,F2012,,,,,,,
108.0,F2013,,,,,,,
108.0,F2014,,,1.0,,,1.0,
108.0,F2015,,,1.0,1.0,,2.0,
108.0,F2016,,,,,,,
108.0,F2017,,,,1.0,,1.0,
108.0,F2018,,,3.0,,,3.0,
108.0,F2019,,,2.0,1.0,,3.0,
108.0,F2020,,,2.0,,1.0,3.0,
108.0,F2021,,,1.0,,,1.0,
108.0,F2022,,,,,,,
112.0,F1980,,,,,,,
112.0,F1981,,,,,,,
112.0,F1982,,,,,,,
112.0,F1983,,,,,,,
112.0,F1984,,,,,,,
112.0,F1985,,,,,,,
112.0,F1986,,,,,,,
112.0,F1987,,,,,,,
112.0,F1988,,,,,,,
112.0,F1989,,,,,,,
112.0,F1990,,,,,,,
112.0,F1991,,,,,,,
112.0,F1992,,,,,,,
112.0,F1993,,,1.0,,,1.0,
112.0,F1994,,,,,,,
112.0,F1995,,,,,,,
112.0,F1996,,,1.0,,,1.0,
112.0,F1997,,,,,1.0,1.0,
112.0,F1998,,,,,,,
112.0,F1999,,,1.0,,,1.0,
112.0,F2000,,1.0,,,,1.0,
112.0,F2001,,,,,,,
112.0,F2002,,,,,,,
112.0,F2003,,,,,,,
112.0,F2004,,,,,,,
112.0,F2005,,1.0,,,,1.0,
112.0,F2006,,,,,,,
112.0,F2007,,,,,1.0,1.0,
112.0,F2008,,,,,,,
112.0,F2009,,,,,,,
112.0,F2010,,,,,,,
112.0,F2011,,,,,,,
112.0,F2012,,1.0,,,,1.0,
112.0,F2013,,1.0,,,,1.0,
112.0,F2014,,1.0,,,,1.0,
112.0,F2015,,,,,,,
112.0,F2016,,,,,,,
112.0,F2017,,1.0,,,,1.0,
112.0,F2018,,,1.0,,,1.0,
112.0,F2019,,,,,,,
112.0,F2020,,,,,,,
112.0,F2021,,,,,,,
112.0,F2022,,,,,,,
116.0,F1980,,,,,,,
116.0,F1981,,,,,,,
116.0,F1982,,,,,,,
116.0,F1983,,,,,,,
116.0,F1984,,,,,,,
116.0,F1985,,,,,,,
116.0,F1986,,,,,,,
116.0,F1987,1.0,,,,,1.0,
116.0,F1988,,,,,,,
116.0,F1989,,,,,,,
116.0,F1990,,,,,,,
116.0,F1991,,,1.0,,,1.0,
116.0,F1992,,,,,,,
116.0,F1993,,,,,,,
116.0,F1994,1.0,,1.0,,,2.0,
116.0,F1995,,,,,,,
116.0,F1996,,,1.0,,,1.0,
116.0,F1997,,,,,1.0,1.0,
116.0,F1998,,,,,,,
116.0,F1999,,,2.0,,,2.0,
116.0,F2000,,,1.0,,,1.0,
116.0,F2001,1.0,,1.0,,,2.0,
116.0,F2002,1.0,,1.0,,,2.0,
116.0,F2003,,,,,,,
116.0,F2004,,,1.0,,,1.0,
116.0,F2005,1.0,,1.0,,,2.0,
116.0,F2006,,,2.0,,,2.0,
116.0,F2007,,,1.0,,,1.0,
116.0,F2008,,,,,,,
116.0,F2009,,,,,2.0,2.0,
116.0,F2010,,,1.0,,,1.0,
116.0,F2011,,,1.0,,,1.0,
116.0,F2012,,,1.0,,,1.0,
116.0,F2013,,,1.0,,,1.0,
116.0,F2014,,,1.0,,,1.0,
116.0,F2015,,,1.0,,1.0,2.0,
116.0,F2016,1.0,,,,,1.0,
116.0,F2017,,,,,,,
116.0,F2018,,,1.0,,,1.0,
116.0,F2019,,,1.0,,,1.0,
116.0,F2020,,,,,2.0,2.0,
116.0,F2021,,,3.0,,1.0,4.0,
116.0,F2022,,,1.0,,1.0,2.0,
120.0,F1980,,,,,,,
120.0,F1981,,,,,,,
120.0,F1982,,,,,,,
120.0,F1983,,,,,,,
120.0,F1984,,,,,,,
120.0,F1985,,,,,,,
120.0,F1986,,,,,,,
120.0,F1987,,,,,,,
120.0,F1988,,,1.0,,,1.0,
120.0,F1989,,,,,,,
120.0,F1990,1.0,,,,,1.0,
120.0,F1991,,,1.0,,,1.0,
120.0,F1992,,,,,,,
120.0,F1993,,,,,,,
120.0,F1994,,,1.0,,,1.0,
120.0,F1995,,,,,,,
120.0,F1996,,,,,,,
120.0,F1997,,,,,,,
120.0,F1998,,,,,,,
120.0,F1999,,,1.0,,,1.0,
120.0,F2000,,,1.0,,,1.0,
120.0,F2001,1.0,,1.0,,,2.0,
120.0,F2002,,,,,,,
120.0,F2003,,,,1.0,,1.0,
120.0,F2004,,,,,,,
120.0,F2005,1.0,,1.0,,,2.0,
120.0,F2006,,,,,,,
120.0,F2007,,,1.0,,,1.0,
120.0,F2008,,,1.0,,,1.0,
120.0,F2009,,,,,,,
120.0,F2010,,,1.0,,,1.0,
120.0,F2011,,,,,,,
120.0,F2012,1.0,,2.0,,,3.0,
120.0,F2013,,,1.0,,,1.0,
120.0,F2014,,,1.0,,,1.0,
120.0,F2015,,,1.0,,,1.0,
120.0,F2016,,,,,,,
120.0,F2017,,,1.0,,,1.0,
120.0,F2018,,,,,,,
120.0,F2019,,,,1.0,,1.0,
120.0,F2020,,,1.0,,,1.0,
120.0,F2021,,,,,,,
120.0,F2022,1.0,,1.0,2.0,,4.0,
124.0,F1980,,,,,,1.0,1.0
124.0,F1981,,,,,1.0,1.0,
124.0,F1982,,1.0,,,,1.0,
124.0,F1983,,,1.0,,,1.0,
124.0,F1984,1.0,,,,,1.0,
124.0,F1985,,,,,1.0,2.0,1.0
124.0,F1986,,,1.0,,1.0,4.0,2.0
124.0,F1987,,,2.0,,1.0,3.0,
124.0,F1988,1.0,,1.0,,,2.0,
124.0,F1989,,,,,1.0,2.0,1.0
124.0,F1990,,,1.0,,,1.0,
124.0,F1991,,,,,1.0,1.0,
124.0,F1992,,1.0,,,,2.0,1.0
124.0,F1993,,,1.0,,,1.0,
124.0,F1994,,,,,2.0,3.0,1.0
124.0,F1995,,,1.0,,1.0,4.0,2.0
124.0,F1996,,,1.0,,1.0,2.0,
124.0,F1997,,,1.0,,1.0,3.0,1.0
124.0,F1998,,,1.0,,1.0,3.0,1.0
124.0,F1999,,,,,2.0,3.0,1.0
124.0,F2000,,,,,1.0,1.0,
124.0,F2001,,,,,1.0,2.0,1.0
124.0,F2002,,,1.0,,,2.0,1.0
124.0,F2003,,,4.0,,2.0,7.0,1.0
124.0,F2004,,,2.0,,2.0,4.0,
124.0,F2005,,,2.0,,1.0,5.0,2.0
124.0,F2006,,,5.0,,,5.0,
124.0,F2007,,,1.0,,2.0,3.0,
124.0,F2008,,,2.0,,,2.0,
124.0,F2009,,,1.0,,2.0,3.0,
124.0,F2010,,,,,1.0,1.0,
124.0,F2011,,,1.0,,2.0,4.0,1.0
124.0,F2012,,,1.0,,2.0,3.0,
124.0,F2013,,1.0,1.0,,1.0,3.0,
124.0,F2014,,1.0,1.0,,,2.0,
124.0,F2015,,,,,,1.0,1.0
124.0,F2016,,,1.0,,,2.0,1.0
124.0,F2017,,,2.0,,,3.0,1.0
124.0,F2018,,1.0,1.0,,1.0,4.0,1.0
124.0,F2019,,,1.0,,1.0,2.0,
124.0,F2020,,,1.0,,1.0,2.0,
124.0,F2021,,1.0,1.0,,1.0,4.0,1.0
124.0,F2022,,,2.0,,4.0,6.0,
132.0,F1980,1.0,,,,,1.0,
132.0,F1981,,,,,,,
132.0,F1982,,,,,1.0,1.0,
132.0,F1983,,,,,,,
132.0,F1984,,,,,1.0,1.0,
132.0,F1985,,,,,,,
132.0,F1986,,,,,,,
132.0,F1987,,,,,,,
132.0,F1988,,,,,,,
132.0,F1989,,,,,,,
132.0,F1990,,,,,,,
132.0,F1991,,,,,,,
132.0,F1992,1.0,,,,,1.0,
132.0,F1993,,,,,,,
132.0,F1994,,,,,,,
132.0,F1995,,,,,,,
132.0,F1996,,,,,,,
132.0,F1997,,,,,,,
132.0,F1998,1.0,,,,,1.0,
132.0,F1999,,,,,,,
132.0,F2000,,,,,,,
132.0,F2001,,,,,,,
132.0,F2002,1.0,,,,,1.0,
132.0,F2003,,,,,,,
132.0,F2004,,,,,,,
132.0,F2005,,,,,,,
132.0,F2006,,,,,,,
132.0,F2007,,,,,,,
132.0,F2008,,,,,,,
132.0,F2009,,,1.0,,,1.0,
132.0,F2010,,,,,,,
132.0,F2011,,,,,,,
132.0,F2012,,,,,,,
132.0,F2013,,,,,,,
132.0,F2014,,,,,,,
132.0,F2015,,,,,1.0,1.0,
132.0,F2016,,,,,,,
132.0,F2017,1.0,,,,,1.0,
132.0,F2018,,,,,,,
132.0,F2019,,,,,,,
132.0,F2020,,,1.0,,,1.0,
132.0,F2021,,,,,,,
132.0,F2022,1.0,,,,,1.0,
136.0,F1980,,,,,,,
136.0,F1981,,,,,,,
136.0,F1982,,,,,,,
136.0,F1983,,,,,,,
136.0,F1984,,,,,,,
136.0,F1985,,,,,,,
136.0,F1986,,,,,,,
136.0,F1987,,,,,,,
136.0,F1988,,,,,,,
136.0,F1989,,,,,,,
136.0,F1990,,,,,,,
136.0,F1991,,,,,,,
136.0,F1992,,,,,,,
136.0,F1993,,,,,,,
136.0,F1994,,,,,,,
136.0,F1995,,,,,,,
136.0,F1996,,,,,,,
136.0,F1997,,,,,,,
136.0,F1998,,,,,,,
136.0,F1999,,,,,,,
136.0,F2000,,,,,,,
136.0,F2001,,,,,1.0,1.0,
136.0,F2002,,,,,2.0,2.0,
136.0,F2003,,,,,,,
136.0,F2004,,,,,2.0,2.0,
136.0,F2005,,,,,,,
136.0,F2006,,,,,,,
136.0,F2007,,,,,,,
136.0,F2008,,,,,2.0,2.0,
136.0,F2009,,,,,,,
136.0,F2010,,,,,,,
136.0,F2011,,,,,,,
136.0,F2012,,,,,,,
136.0,F2013,,,,,,,
136.0,F2014,,,,,,,
136.0,F2015,,,,,,,
136.0,F2016,,,,,,,
136.0,F2017,,,,,,,
136.0,F2018,,,,,,,
136.0,F2019,,,,,,,
136.0,F2020,,,,,,,
136.0,F2021,,,,,,,
136.0,F2022,,,,,,,
140.0,F1980,,,,,,,
140.0,F1981,,,,,1.0,1.0,
140.0,F1982,,,,,,,
140.0,F1983,1.0,,,,,1.0,
140.0,F1984,,,,,,,
140.0,F1985,,,,,,,
140.0,F1986,,,,,,,
140.0,F1987,,,,,,,
140.0,F1988,,,,,,,
140.0,F1989,,,,,,,
140.0,F1990,,,,,,,
140.0,F1991,,,,,,,
140.0,F1992,,,,,,,
140.0,F1993,,,,,,,
140.0,F1994,,,,,,,
140.0,F1995,,,1.0,,,2.0,1.0
140.0,F1996,,,1.0,,,1.0,
140.0,F1997,,,,,,,
140.0,F1998,,,1.0,,,1.0,
140.0,F1999,,,2.0,,,2.0,
140.0,F2000,,,,,,,
140.0,F2001,,,,,1.0,1.0,
140.0,F2002,,,,,,1.0,1.0
